pseudo_sentence,gold_cd,sentence
"Three, now, israeli, the person I love, Joe, more compared to all your kids, because you were their old, aged son: and you made yourself a cloak of many colors.",3|three # now|sign for now - used as topic marker # israel|israeli # the man i love|the person i love # joseph|joe # more|additional # compared with|compared to # all|every # theirs|your # children|kids # comma|pause # because|since # you|who # was|were # the # son|whelp # of|by # theirs|your # old|age # old|aged # colen|: # and|also # you|who # make|made # you|who # coat|cloak # of|by # many|numerous # color|colors # full stop|.,"Now Israel loved Joseph more than all his children, because he was the son of his old age, and he made him a coat of many colors."
"The eyes of Israel were dim with age, so that he could not see. And he brought them near unto him. Who are you? And they kissed them, and embraced them.",thumbs up|good # now|sign for now - used as topic marker # the # eyed|eyes # of|by # israel # were|was # dim|d.i.m. # to|for # old|aged # comma|pause # so|thus # that|which # him|her # able|possible # not|dis # see|view # full stop|. # and|also # he|you # bring|brought # you all|these # near|nigh # unto|to # you|who # ?|question # and|also # you|who # kiss|kissing # they|those just mentioned # comma|pause # and|also # hug|embrace # they|those just mentioned # full stop|.,"Now the eyes of Israel were dim for age, so that he couldn't see. He brought them near to him; and he kissed them, and embraced them."
Jonah Chapter 1. The LORD gave this message to Jonah son of Amittai:,jonah|younus # chapter # 1|one # full stop|. # <unk> # comma|pause # sign|signal # jonah|jona # comma|pause # father|dad # name|title # amittai|father of jonah # ?|question # message|inform # lord # <unk> # jonah|jona # colen|:,"Now the word of Yahweh came to Jonah the son of Amittai, saying,"
"Now, take, I pray you, your sword, and your bow, and go out to the field, and take me some venison.",3|three # now|sign for now - used as topic marker # so|thus # take|grab # comma|pause # i|me # pray|praying # you|you all # comma|pause # your|thy # sword|blade # comma|pause # thy|your # quiver|shake # and|also # thy|your # bow|arc # comma|pause # and|also # go|go to # outside|out # to|toward # the # land|field # comma|pause # and|also # take|grab # i|me # slice|portion # fleshed|meat # full stop|.,"Now therefore, please take your weapons, your quiver and your bow, and go out to the field, and take me venison."
"Every living thing of all flesh, two of every kind of animal, you shall bring into the ark to keep them alive with you; they shall be male and female.",19|nineteen # and|also # of|by # each|every # living|live # things|objects # of|by # all|every # fleshed|meat # comma|pause # 2|two # of|by # each|every # beast|animal # shall # he|you # bring|bringing # inside|in # ark|boat # comma|pause # to|for # keep|detain # they|those just mentioned # living|live # with|close to # he|you # comma|pause # you all|you guys # shall # men|males # and|also # female grownup|woman # full stop|.,"Of every living thing of all flesh, you shall bring two of every sort into the ship, to keep them alive with you. They shall be male and female."
"Poetry 95, Verse 6: Let us worship together, bowing down.",poem|poetry # ninety-five|95 # verse|passage # 6|six # full stop|. # <unk> # comma|pause # two of us|2 of us # worship|adore # comma|pause # bow|bowing # full stop|.,"Oh come, let's worship and bow down. Let's kneel before Yahweh, our Maker,"
"Picasso, like any other artist, has to practice his artwork.",picasso # like|same # have|has # art|artwork # practice|train,Picasso
Receive my instruction rather than silver; knowledge rather than choice gold.,<unk> # teach|instruct # desire|will # comma|pause # not|dis # silver # comma|pause # <unk> # better|improved # compared with|compared to # california # full stop|.,Receive my instruction rather than silver; knowledge rather than choice gold.
"Thirty, but Sarai cannot conceive; you have no children.",thirty|30 # but|however # sarai # can't|cannot # pregnant|expecting # comma|pause # you|her # have|had # none|zero # child|kid # full stop|.,Sarai was barren. She had no child.
"Eight. Be alert now, I have two daughters who have not known men. They have never been with a man. Let me bring them out to you, and you can do what you like with them. But don't do anything to these men, for they have come under the protection of my roof.",eight|8 # attention|alert # current|now # comma|pause # i|me # have|had # 2|two # daughters|girls # complete|finished # not|dis # experience|known # women|females # full stop|. # suffered|endured # i|me # comma|pause # i|me # pray|praying # you all|you guys # comma|pause # bring|fetch # they|those just mentioned # outside|out # to|toward # you all|you guys # comma|pause # and|also # do|doing # you all|these # to|unto # they|those just mentioned # like-2|like 2 # good|great # inside|in # their|pronoun # eyed|eyes # colen|: # only|just # to|unto # there|these # women|females # do|doing # nothing|none # comma|pause # to|for # came|arrived # under|below # shadow|shade # of|by # my|mine # roof|roofs # full stop|.,"See now, I have two virgin daughters. Please let me bring them out to you, and you may do to them what seems good to you. Only don't do anything to these men, because they have come under the shadow of my roof."""
"Your ways are unknown. Their left side road changes, changes, realize their left side.",your|yours # ways|roads # <unk> # full stop|. # their left|their left side # road|street # change|transform # change|transform # comma|pause # <unk> # <unk> # comprehend|realize # their left|their left side # full stop|.,"She gives no thought to the way of life. Her ways are crooked, and she doesn't know it."
"Verse 11: Shem lived five hundred years after he fathered Arphaxad, and he had other sons and daughters.",11|eleven # and|also # shem # living|live # next|after this # son|whelp # arphaxad # 5|five # c|see # year|years # comma|pause # and|also # birth|begettest # sons|children # and|also # daughters|girls # full stop|.,"Shem lived five hundred years after he became the father of Arpachshad, and became the father of sons and daughters."
"He is aware that Hades and the tomb will never be filled, similar to what is related to folks. It has never happened before, never ever.",knoweth|aware # that|that one # hell|hades # and|also # buried|tomb # full|fill # never|not ever # comma|pause # like|similar to # <unk> # concerning|related # people|folks # <unk> # already|previously # comma|pause # never|never ever # full stop|.,Sheol and Abaddon are never satisfied; and a man's eyes are never satisfied.
Words and literature are books.,<unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # literature|books # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # full stop|.,"Sign Writing preserves poetry, stories of Deaf cultures, providing written literature for Deaf children to learn to read and write spoken languages, improving their test scores in school."
"Word 1 Word 2 Word 3 Word 4? Word 5 Word 6 Word 7 Word 8. Word 9 Word 10. Word 11 Word 12. Word 13 Word 14 Word 15 Word 16 Word 17. Word 18, Word 19.",<unk> # <unk> # <unk> # <unk> # <unk> # ?|question # <unk> # <unk> # <unk> # <unk> # full stop|. # <unk> # <unk> # full stop|. # <unk> # <unk> # full stop|. # <unk> # <unk> # <unk> # <unk> # <unk> # full stop|. # <unk> # comma|pause # <unk> # <unk> # full stop|.,So all we could do was to sit! Sit! Sit! Sit! And we did not like it. Not one little bit. And then something went bump! How that bump made us jump!
This task is impossible as the sentence fragments provided are too ambiguous and do not contain enough information to accurately reconstruct the original sentences.,<unk> # <unk> # <unk> # comma|pause # <unk> # <unk> # comma|pause # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # full stop|. # <unk> # <unk> # comma|pause # <unk> # comma|pause # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # full stop|. # <unk> # <unk> # <unk> # <unk> # <unk> # full stop|.,Someone has been eating my porridge!
"If a person encounters a stranger or a prostitute, they do not need to provide a pledge, deposit money, or anything else.",if|whether # person|individual # <unk> # stranger|unknown person # or|otherwise # whore|prostitute # <unk> # <unk> # not|do not # <unk> # you|her # comma|pause # require|need # covenant|pledge # deposit|down payment # money|currency # or|otherwise # something|some # full stop|.,Take his garment when he puts up collateral for a stranger. Hold it for a wayward woman!
Thank you for coming to teach SignWriting.,thanks|thank you # come|arrive # teach|instruct # sign|signal # writing|written,Thank you card
"Word 1, Word 2, Word 3, city, Word 4, Word 5, Word 6, Word 7, Word 8, Word 9, Word 10, Word 11, Word 12, Word 13.",<unk> # <unk> # <unk> # city|town # <unk> # <unk> # <unk> # comma|pause # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk>,"The house was built high in the mountains on a cliff. How do you get there? Take a long road that winds back and forth until, Wow! you are there."
"Twenty-one and also the women were considering in English sign language, you who were not told to speak, for the Lord is aware if the complete work of his transportation will prevail or not.",21|twenty-one # and|also # the # women|females # consider|wondering # at|english sign # you|who # told|speak # not|dis # comma|pause # to|for # knoweth|aware # if|whether # the # lord # complete|finished # make|made # whose|his # tourism|transport # breakthrough|prevail # or|otherwise # not|dis # full stop|.,"The man looked steadfastly at her, remaining silent, to know whether Yahweh had made his journey prosperous or not."
