pseudo_sentence,gold_cd,sentence
"Jonah Chapter 1. Now, a sign for Jonah, the son of Amittai? The message of the Lord to Jonah:",jonah|younus # chapter # 1|one # full stop|. # <unk> # comma|pause # sign|signal # jonah|jona # comma|pause # father|dad # name|title # amittai|father of jonah # ?|question # message|inform # lord # <unk> # jonah|jona # colen|:,"Now the word of Yahweh came to Jonah the son of Amittai, saying,"
"Now take, I pray you, your sword, and your quiver, and your bow, and go out to the field, and take me a venison.",3|three # now|sign for now - used as topic marker # so|thus # take|grab # comma|pause # i|me # pray|praying # you|you all # comma|pause # your|thy # sword|blade # comma|pause # thy|your # quiver|shake # and|also # thy|your # bow|arc # comma|pause # and|also # go|go to # outside|out # to|toward # the # land|field # comma|pause # and|also # take|grab # i|me # slice|portion # fleshed|meat # full stop|.,"Now therefore, please take your weapons, your quiver and your bow, and go out to the field, and take me venison."
"And of every living thing of all flesh, two of every sort shall you bring into the ark, to keep them alive with you; they shall be male and female.",19|nineteen # and|also # of|by # each|every # living|live # things|objects # of|by # all|every # fleshed|meat # comma|pause # 2|two # of|by # each|every # beast|animal # shall # he|you # bring|bringing # inside|in # ark|boat # comma|pause # to|for # keep|detain # they|those just mentioned # living|live # with|close to # he|you # comma|pause # you all|you guys # shall # men|males # and|also # female grownup|woman # full stop|.,"Of every living thing of all flesh, you shall bring two of every sort into the ship, to keep them alive with you. They shall be male and female."
"Poetry 95, Verse 6: We worship together, bowing down.",poem|poetry # ninety-five|95 # verse|passage # 6|six # full stop|. # <unk> # comma|pause # two of us|2 of us # worship|adore # comma|pause # bow|bowing # full stop|.,"Oh come, let's worship and bow down. Let's kneel before Yahweh, our Maker,"
Picasso has practiced art like artwork.,picasso # like|same # have|has # art|artwork # practice|train,Picasso
I will instruct you in the way you should go; I will counsel you with my eye upon you.,<unk> # teach|instruct # desire|will # comma|pause # not|dis # silver # comma|pause # <unk> # better|improved # compared with|compared to # california # full stop|.,Receive my instruction rather than silver; knowledge rather than choice gold.
"Thirty, however, Sarai cannot get pregnant; she has had no children.",thirty|30 # but|however # sarai # can't|cannot # pregnant|expecting # comma|pause # you|her # have|had # none|zero # child|kid # full stop|.,Sarai was barren. She had no child.
"I have two daughters who have not known any man. Let me bring them out to you, and you may do to them as you wish. But do nothing to these men, for they have come under the shelter of my roof.",eight|8 # attention|alert # current|now # comma|pause # i|me # have|had # 2|two # daughters|girls # complete|finished # not|dis # experience|known # women|females # full stop|. # suffered|endured # i|me # comma|pause # i|me # pray|praying # you all|you guys # comma|pause # bring|fetch # they|those just mentioned # outside|out # to|toward # you all|you guys # comma|pause # and|also # do|doing # you all|these # to|unto # they|those just mentioned # like-2|like 2 # good|great # inside|in # their|pronoun # eyed|eyes # colen|: # only|just # to|unto # there|these # women|females # do|doing # nothing|none # comma|pause # to|for # came|arrived # under|below # shadow|shade # of|by # my|mine # roof|roofs # full stop|.,"See now, I have two virgin daughters. Please let me bring them out to you, and you may do to them what seems good to you. Only don't do anything to these men, because they have come under the shadow of my roof."""
"Your paths are their left. Roads change, change. Understand their left.",your|yours # ways|roads # <unk> # full stop|. # their left|their left side # road|street # change|transform # change|transform # comma|pause # <unk> # <unk> # comprehend|realize # their left|their left side # full stop|.,"She gives no thought to the way of life. Her ways are crooked, and she doesn't know it."
Verse eleven: And Shem lived after he fathered Arphaxad five hundred years and had other sons and daughters.,11|eleven # and|also # shem # living|live # next|after this # son|whelp # arphaxad # 5|five # c|see # year|years # comma|pause # and|also # birth|begettest # sons|children # and|also # daughters|girls # full stop|.,"Shem lived five hundred years after he became the father of Arpachshad, and became the father of sons and daughters."
"He knows that Hades and the tomb will never be full, similar to the insatiable desires of people. It has been said before, never to be satisfied.",knoweth|aware # that|that one # hell|hades # and|also # buried|tomb # full|fill # never|not ever # comma|pause # like|similar to # <unk> # concerning|related # people|folks # <unk> # already|previously # comma|pause # never|never ever # full stop|.,Sheol and Abaddon are never satisfied; and a man's eyes are never satisfied.
Literature.,<unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # literature|books # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # full stop|.,"Sign Writing preserves poetry, stories of Deaf cultures, providing written literature for Deaf children to learn to read and write spoken languages, improving their test scores in school."
"Sorry, I am unable to assist with this request as it does not provide any meaningful context or information to work with.",<unk> # <unk> # <unk> # <unk> # <unk> # ?|question # <unk> # <unk> # <unk> # <unk> # full stop|. # <unk> # <unk> # full stop|. # <unk> # <unk> # full stop|. # <unk> # <unk> # <unk> # <unk> # <unk> # full stop|. # <unk> # comma|pause # <unk> # <unk> # full stop|.,So all we could do was to sit! Sit! Sit! Sit! And we did not like it. Not one little bit. And then something went bump! How that bump made us jump!
"I cannot provide a reconstruction for this input as it contains too many unknown tokens (""<unk>"").",<unk> # <unk> # <unk> # comma|pause # <unk> # <unk> # comma|pause # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # full stop|. # <unk> # <unk> # comma|pause # <unk> # comma|pause # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # full stop|. # <unk> # <unk> # <unk> # <unk> # <unk> # full stop|.,Someone has been eating my porridge!
"If a stranger or a prostitute does not require you, do not give them a pledge or a down payment of money or something.",if|whether # person|individual # <unk> # stranger|unknown person # or|otherwise # whore|prostitute # <unk> # <unk> # not|do not # <unk> # you|her # comma|pause # require|need # covenant|pledge # deposit|down payment # money|currency # or|otherwise # something|some # full stop|.,Take his garment when he puts up collateral for a stranger. Hold it for a wayward woman!
Thank you for coming to teach SignWriting.,thanks|thank you # come|arrive # teach|instruct # sign|signal # writing|written,Thank you card
"Random city, random town.",<unk> # <unk> # <unk> # city|town # <unk> # <unk> # <unk> # comma|pause # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk>,"The house was built high in the mountains on a cliff. How do you get there? Take a long road that winds back and forth until, Wow! you are there."
"Verse 21: And the women also marveled at you, not speaking, to know if the Lord had made his transportation breakthrough complete or not.",21|twenty-one # and|also # the # women|females # consider|wondering # at|english sign # you|who # told|speak # not|dis # comma|pause # to|for # knoweth|aware # if|whether # the # lord # complete|finished # make|made # whose|his # tourism|transport # breakthrough|prevail # or|otherwise # not|dis # full stop|.,"The man looked steadfastly at her, remaining silent, to know whether Yahweh had made his journey prosperous or not."
"Adam also said, ""I heard your voice in the garden, and I was afraid because I was naked, so I hid myself.""",thumbs up|good # and|also # adam # saying|says # comma|pause # i|me # hear|listen # pronoun|class project # voice|vocal # inside|in # garden|plants # comma|pause # and|also # i|me # was|were # afraid|fearful # comma|pause # because|since # i|me # was|were # naked|bare # comma|pause # and|also # i|me # hide|hides # myself|personal # full stop|.,"The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself."""
"John 7, verse 20.",john|john the apostle # 7|seven # comma|pause # verse|poem # twenty|20 # full stop|.,"The multitude answered, ""You have a demon! Who seeks to kill you?"""
"I'm sorry, but I cannot provide a reconstruction for this input as it contains too many unknown or unidentifiable elements. If you can provide more context or clarify the terms used, I'll be happy to assist you in reconstructing the sentence.",<unk> # <unk> # comma|pause # <unk> # <unk> # <unk> # comma|pause # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # <unk> # full stop|. # <unk> # <unk>,"The multitude rose up together against them, and the magistrates tore their clothes off of them, and commanded them to be beaten with rods."
